,sales,date,region
2239,1701.0,2019-08-19,west
2240,1671.0,2019-08-20,north
2241,1656.0,2019-08-20,south
2242,1536.0,2019-08-20,east
2243,1800.0,2019-08-20,west
2244,1605.0,2019-08-21,north
2245,1671.0,2019-08-21,south
2246,1590.0,2019-08-21,east
2247,1545.0,2019-08-21,west
2248,1500.0,2019-08-22,north
2249,1779.0,2019-08-22,south
2250,1656.0,2019-08-22,east
2251,1731.0,2019-08-22,west
2252,1614.0,2019-08-23,north
2253,1782.0,2019-08-23,south
2254,1629.0,2019-08-23,east
2255,1635.0,2019-08-23,west
2256,1548.0,2019-08-24,north
2257,1776.0,2019-08-24,south
2258,1743.0,2019-08-24,east
2259,1737.0,2019-08-24,west
2260,1644.0,2019-08-25,north
2261,1626.0,2019-08-25,south
2262,1680.0,2019-08-25,east
2263,1524.0,2019-08-25,west
2264,1515.0,2019-08-26,north
2265,1704.0,2019-08-26,south
2266,1653.0,2019-08-26,east
2267,1554.0,2019-08-26,west
2268,1644.0,2019-08-27,north
2269,1674.0,2019-08-27,south
2270,1665.0,2019-08-27,east
2271,1755.0,2019-08-27,west
2272,1566.0,2019-08-28,north
2273,1659.0,2019-08-28,south
2274,1515.0,2019-08-28,east
2275,1779.0,2019-08-28,west
2276,1572.0,2019-08-29,north
2277,1770.0,2019-08-29,south
2278,1632.0,2019-08-29,east
2279,1677.0,2019-08-29,west
2280,1755.0,2019-08-30,north
2281,1527.0,2019-08-30,south
2282,1623.0,2019-08-30,east
2283,1668.0,2019-08-30,west
2284,1683.0,2019-08-31,north
2285,1698.0,2019-08-31,south
2286,1749.0,2019-08-31,east
2287,1632.0,2019-08-31,west
2288,1785.0,2019-09-01,north
2289,1707.0,2019-09-01,south
2290,1518.0,2019-09-01,east
2291,1563.0,2019-09-01,west
2292,1701.0,2019-09-02,north
2293,1605.0,2019-09-02,south
2294,1596.0,2019-09-02,east
2295,1605.0,2019-09-02,west
2296,1716.0,2019-09-03,north
2297,1569.0,2019-09-03,south
2298,1725.0,2019-09-03,east
2299,1542.0,2019-09-03,west
2300,1692.0,2019-09-04,north
2301,1560.0,2019-09-04,south
2302,1515.0,2019-09-04,east
2303,1653.0,2019-09-04,west
2304,1629.0,2019-09-05,north
2305,1668.0,2019-09-05,south
2306,1698.0,2019-09-05,east
2307,1677.0,2019-09-05,west
2308,1503.0,2019-09-06,north
2309,1776.0,2019-09-06,south
2310,1509.0,2019-09-06,east
2311,1665.0,2019-09-06,west
2312,1683.0,2019-09-07,north
2313,1530.0,2019-09-07,south
2314,1782.0,2019-09-07,east
2315,1584.0,2019-09-07,west
2316,1743.0,2019-09-08,north
2317,1551.0,2019-09-08,south
2318,1620.0,2019-09-08,east
2319,1791.0,2019-09-08,west
2320,1674.0,2019-09-09,north
2321,1797.0,2019-09-09,south
2322,1773.0,2019-09-09,east
2323,1596.0,2019-09-09,west
2324,1617.0,2019-09-10,north
2325,1764.0,2019-09-10,south
2326,1632.0,2019-09-10,east
2327,1506.0,2019-09-10,west
2328,1533.0,2019-09-11,north
2329,1677.0,2019-09-11,south
2330,1746.0,2019-09-11,east
2331,1668.0,2019-09-11,west
2332,1797.0,2019-09-12,north
2333,1545.0,2019-09-12,south
2334,1701.0,2019-09-12,east
2335,1578.0,2019-09-12,west
2336,1626.0,2019-09-13,north
2337,1512.0,2019-09-13,south
2338,1788.0,2019-09-13,east
2339,1671.0,2019-09-13,west
2340,1728.0,2019-09-14,north
2341,1653.0,2019-09-14,south
2342,1644.0,2019-09-14,east
2343,1734.0,2019-09-14,west
2344,1746.0,2019-09-15,north
2345,1524.0,2019-09-15,south
2346,1611.0,2019-09-15,east
2347,1626.0,2019-09-15,west
2348,1668.0,2019-09-16,north
2349,1734.0,2019-09-16,south
2350,1797.0,2019-09-16,east
2351,1725.0,2019-09-16,west
2352,1656.0,2019-09-17,north
2353,1530.0,2019-09-17,south
2354,1695.0,2019-09-17,east
2355,1656.0,2019-09-17,west
2356,1797.0,2019-09-18,north
2357,1515.0,2019-09-18,south
2358,1638.0,2019-09-18,east
2359,1797.0,2019-09-18,west
2360,1800.0,2019-09-19,north
2361,1560.0,2019-09-19,south
2362,1506.0,2019-09-19,east
2363,1581.0,2019-09-19,west
2364,1515.0,2019-09-20,north
2365,1527.0,2019-09-20,south
2366,1758.0,2019-09-20,east
2367,1638.0,2019-09-20,west
2368,1605.0,2019-09-21,north
2369,1716.0,2019-09-21,south
2370,1569.0,2019-09-21,east
2371,1674.0,2019-09-21,west
2372,1632.0,2019-09-22,north
2373,1734.0,2019-09-22,south
2374,1530.0,2019-09-22,east
2375,1689.0,2019-09-22,west
2376,1641.0,2019-09-23,north
2377,1779.0,2019-09-23,south
2378,1659.0,2019-09-23,east
2379,1797.0,2019-09-23,west
2380,1767.0,2019-09-24,north
2381,1755.0,2019-09-24,south
2382,1602.0,2019-09-24,east
2383,1524.0,2019-09-24,west
2384,1794.0,2019-09-25,north
2385,1626.0,2019-09-25,south
2386,1617.0,2019-09-25,east
2387,1773.0,2019-09-25,west
2388,1719.0,2019-09-26,north
2389,1509.0,2019-09-26,south
2390,1686.0,2019-09-26,east
2391,1668.0,2019-09-26,west
2392,1731.0,2019-09-27,north
2393,1590.0,2019-09-27,south
2394,1728.0,2019-09-27,east
2395,1722.0,2019-09-27,west
2396,1548.0,2019-09-28,north
2397,1599.0,2019-09-28,south
2398,1605.0,2019-09-28,east
2399,1671.0,2019-09-28,west
2400,1512.0,2019-09-29,north
2401,1650.0,2019-09-29,south
2402,1614.0,2019-09-29,east
2403,1674.0,2019-09-29,west
2404,1638.0,2019-09-30,north
2405,1731.0,2019-09-30,south
2406,1716.0,2019-09-30,east
2407,1566.0,2019-09-30,west
2408,1707.0,2019-10-01,north
2409,1554.0,2019-10-01,south
2410,1632.0,2019-10-01,east
2411,1584.0,2019-10-01,west
2412,1653.0,2019-10-02,north
2413,1770.0,2019-10-02,south
2414,1758.0,2019-10-02,east
2415,1569.0,2019-10-02,west
2416,1797.0,2019-10-03,north
2417,1551.0,2019-10-03,south
2418,1677.0,2019-10-03,east
2419,1599.0,2019-10-03,west
2420,1512.0,2019-10-04,north
2421,1635.0,2019-10-04,south
2422,1749.0,2019-10-04,east
2423,1689.0,2019-10-04,west
2424,1614.0,2019-10-05,north
2425,1527.0,2019-10-05,south
2426,1521.0,2019-10-05,east
2427,1725.0,2019-10-05,west
2428,1587.0,2019-10-06,north
2429,1701.0,2019-10-06,south
2430,1566.0,2019-10-06,east
2431,1752.0,2019-10-06,west
2432,1668.0,2019-10-07,north
2433,1686.0,2019-10-07,south
2434,1611.0,2019-10-07,east
2435,1569.0,2019-10-07,west
2436,1599.0,2019-10-08,north
2437,1539.0,2019-10-08,south
2438,1611.0,2019-10-08,east
2439,1605.0,2019-10-08,west
2440,1680.0,2019-10-09,north
2441,1704.0,2019-10-09,south
2442,1689.0,2019-10-09,east
2443,1644.0,2019-10-09,west
2444,1701.0,2019-10-10,north
2445,1560.0,2019-10-10,south
2446,1791.0,2019-10-10,east
2447,1698.0,2019-10-10,west
2448,1539.0,2019-10-11,north
2449,1542.0,2019-10-11,south
2450,1704.0,2019-10-11,east
2451,1728.0,2019-10-11,west
2452,1590.0,2019-10-12,north
2453,1743.0,2019-10-12,south
2454,1569.0,2019-10-12,east
2455,1722.0,2019-10-12,west
2456,1545.0,2019-10-13,north
2457,1533.0,2019-10-13,south
2458,1674.0,2019-10-13,east
2459,1704.0,2019-10-13,west
2460,1524.0,2019-10-14,north
2461,1578.0,2019-10-14,south
2462,1692.0,2019-10-14,east
2463,1635.0,2019-10-14,west
2464,1782.0,2019-10-15,north
2465,1587.0,2019-10-15,south
2466,1638.0,2019-10-15,east
2467,1752.0,2019-10-15,west
2468,1542.0,2019-10-16,north
2469,1608.0,2019-10-16,south
2470,1683.0,2019-10-16,east
2471,1596.0,2019-10-16,west
2472,1527.0,2019-10-17,north
2473,1737.0,2019-10-17,south
2474,1671.0,2019-10-17,east
2475,1662.0,2019-10-17,west
2476,1518.0,2019-10-18,north
2477,1746.0,2019-10-18,south
2478,1590.0,2019-10-18,east
2479,1710.0,2019-10-18,west
2480,1647.0,2019-10-19,north
2481,1737.0,2019-10-19,south
2482,1761.0,2019-10-19,east
2483,1587.0,2019-10-19,west
2484,1701.0,2019-10-20,north
2485,1524.0,2019-10-20,south
2486,1677.0,2019-10-20,east
2487,1725.0,2019-10-20,west
2488,1653.0,2019-10-21,north
2489,1686.0,2019-10-21,south
2490,1698.0,2019-10-21,east
2491,1560.0,2019-10-21,west
2492,1515.0,2019-10-22,north
2493,1734.0,2019-10-22,south
2494,1551.0,2019-10-22,east
2495,1713.0,2019-10-22,west
2496,1758.0,2019-10-23,north
2497,1644.0,2019-10-23,south
2498,1758.0,2019-10-23,east
2499,1641.0,2019-10-23,west
2500,1617.0,2019-10-24,north
2501,1611.0,2019-10-24,south
2502,1788.0,2019-10-24,east
2503,1602.0,2019-10-24,west
2504,1638.0,2019-10-25,north
2505,1620.0,2019-10-25,south
2506,1665.0,2019-10-25,east
2507,1500.0,2019-10-25,west
2508,1671.0,2019-10-26,north
2509,1566.0,2019-10-26,south
2510,1740.0,2019-10-26,east
2511,1599.0,2019-10-26,west
2512,1710.0,2019-10-27,north
2513,1668.0,2019-10-27,south
2514,1740.0,2019-10-27,east
2515,1698.0,2019-10-27,west
2516,1503.0,2019-10-28,north
2517,1689.0,2019-10-28,south
2518,1626.0,2019-10-28,east
2519,1674.0,2019-10-28,west
2520,1542.0,2019-10-29,north
2521,1692.0,2019-10-29,south
2522,1719.0,2019-10-29,east
2523,1512.0,2019-10-29,west
2524,1731.0,2019-10-30,north
2525,1644.0,2019-10-30,south
2526,1746.0,2019-10-30,east
2527,1689.0,2019-10-30,west
2528,1800.0,2019-10-31,north
2529,1527.0,2019-10-31,south
2530,1533.0,2019-10-31,east
2531,1800.0,2019-10-31,west
2532,1644.0,2019-11-01,north
2533,1500.0,2019-11-01,south
2534,1800.0,2019-11-01,east
2535,1767.0,2019-11-01,west
2536,1791.0,2019-11-02,north
2537,1776.0,2019-11-02,south
2538,1596.0,2019-11-02,east
2539,1734.0,2019-11-02,west
2540,1542.0,2019-11-03,north
2541,1608.0,2019-11-03,south
2542,1617.0,2019-11-03,east
2543,1623.0,2019-11-03,west
2544,1674.0,2019-11-04,north
2545,1782.0,2019-11-04,south
2546,1680.0,2019-11-04,east
2547,1512.0,2019-11-04,west
2548,1500.0,2019-11-05,north
2549,1668.0,2019-11-05,south
2550,1758.0,2019-11-05,east
2551,1533.0,2019-11-05,west
2552,1785.0,2019-11-06,north
2553,1533.0,2019-11-06,south
2554,1659.0,2019-11-06,east
2555,1506.0,2019-11-06,west
2556,1656.0,2019-11-07,north
2557,1728.0,2019-11-07,south
2558,1728.0,2019-11-07,east
2559,1713.0,2019-11-07,west
2560,1797.0,2019-11-08,north
2561,1686.0,2019-11-08,south
2562,1584.0,2019-11-08,east
2563,1713.0,2019-11-08,west
2564,1665.0,2019-11-09,north
2565,1557.0,2019-11-09,south
2566,1656.0,2019-11-09,east
2567,1767.0,2019-11-09,west
2568,1515.0,2019-11-10,north
2569,1761.0,2019-11-10,south
2570,1767.0,2019-11-10,east
2571,1641.0,2019-11-10,west
2572,1584.0,2019-11-11,north
2573,1545.0,2019-11-11,south
2574,1695.0,2019-11-11,east
2575,1761.0,2019-11-11,west
2576,1701.0,2019-11-12,north
2577,1767.0,2019-11-12,south
2578,1632.0,2019-11-12,east
2579,1704.0,2019-11-12,west
2580,1599.0,2019-11-13,north
2581,1509.0,2019-11-13,south
2582,1728.0,2019-11-13,east
2583,1683.0,2019-11-13,west
2584,1740.0,2019-11-14,north
2585,1626.0,2019-11-14,south
2586,1572.0,2019-11-14,east
2587,1716.0,2019-11-14,west
2588,1641.0,2019-11-15,north
2589,1560.0,2019-11-15,south
2590,1614.0,2019-11-15,east
2591,1605.0,2019-11-15,west
2592,1503.0,2019-11-16,north
2593,1638.0,2019-11-16,south
2594,1662.0,2019-11-16,east
2595,1653.0,2019-11-16,west
2596,1734.0,2019-11-17,north
2597,1599.0,2019-11-17,south
2598,1515.0,2019-11-17,east
2599,1608.0,2019-11-17,west
2600,1566.0,2019-11-18,north
2601,1734.0,2019-11-18,south
2602,1719.0,2019-11-18,east
2603,1773.0,2019-11-18,west
2604,1791.0,2019-11-19,north
2605,1779.0,2019-11-19,south
2606,1641.0,2019-11-19,east
2607,1617.0,2019-11-19,west
2608,1533.0,2019-11-20,north
2609,1527.0,2019-11-20,south
2610,1512.0,2019-11-20,east
2611,1515.0,2019-11-20,west
2612,1734.0,2019-11-21,north
2613,1668.0,2019-11-21,south
2614,1665.0,2019-11-21,east
2615,1644.0,2019-11-21,west
2616,1767.0,2019-11-22,north
2617,1647.0,2019-11-22,south
2618,1665.0,2019-11-22,east
2619,1776.0,2019-11-22,west
2620,1665.0,2019-11-23,north
2621,1632.0,2019-11-23,south
2622,1521.0,2019-11-23,east
2623,1659.0,2019-11-23,west
2624,1623.0,2019-11-24,north
2625,1698.0,2019-11-24,south
2626,1596.0,2019-11-24,east
2627,1674.0,2019-11-24,west
2628,1749.0,2019-11-25,north
2629,1536.0,2019-11-25,south
2630,1734.0,2019-11-25,east
2631,1716.0,2019-11-25,west
2632,1599.0,2019-11-26,north
2633,1500.0,2019-11-26,south
2634,1518.0,2019-11-26,east
2635,1584.0,2019-11-26,west
2636,1551.0,2019-11-27,north
2637,1701.0,2019-11-27,south
2638,1689.0,2019-11-27,east
2639,1746.0,2019-11-27,west
2640,1725.0,2019-11-28,north
2641,1776.0,2019-11-28,south
2642,1707.0,2019-11-28,east
2643,1794.0,2019-11-28,west
2644,1641.0,2019-11-29,north
2645,1653.0,2019-11-29,south
2646,1716.0,2019-11-29,east
2647,1776.0,2019-11-29,west
2648,1797.0,2019-11-30,north
2649,1782.0,2019-11-30,south
2650,1653.0,2019-11-30,east
2651,1596.0,2019-11-30,west
2652,1704.0,2019-12-01,north
2653,1626.0,2019-12-01,south
2654,1617.0,2019-12-01,east
2655,1680.0,2019-12-01,west
2656,1608.0,2019-12-02,north
2657,1713.0,2019-12-02,south
2658,1632.0,2019-12-02,east
2659,1680.0,2019-12-02,west
2660,1791.0,2019-12-03,north
2661,1761.0,2019-12-03,south
2662,1749.0,2019-12-03,east
2663,1626.0,2019-12-03,west
2664,1773.0,2019-12-04,north
2665,1623.0,2019-12-04,south
2666,1662.0,2019-12-04,east
2667,1731.0,2019-12-04,west
2668,1755.0,2019-12-05,north
2669,1602.0,2019-12-05,south
2670,1740.0,2019-12-05,east
2671,1605.0,2019-12-05,west
2672,1680.0,2019-12-06,north
2673,1572.0,2019-12-06,south
2674,1542.0,2019-12-06,east
2675,1779.0,2019-12-06,west
2676,1671.0,2019-12-07,north
2677,1722.0,2019-12-07,south
2678,1728.0,2019-12-07,east
2679,1659.0,2019-12-07,west
2680,1770.0,2019-12-08,north
2681,1632.0,2019-12-08,south
2682,1536.0,2019-12-08,east
2683,1734.0,2019-12-08,west
2684,1584.0,2019-12-09,north
2685,1713.0,2019-12-09,south
2686,1728.0,2019-12-09,east
2687,1725.0,2019-12-09,west
2688,1506.0,2019-12-10,north
2689,1503.0,2019-12-10,south
2690,1521.0,2019-12-10,east
2691,1713.0,2019-12-10,west
2692,1635.0,2019-12-11,north
2693,1506.0,2019-12-11,south
2694,1542.0,2019-12-11,east
2695,1551.0,2019-12-11,west
2696,1623.0,2019-12-12,north
2697,1719.0,2019-12-12,south
2698,1563.0,2019-12-12,east
2699,1791.0,2019-12-12,west
2700,1800.0,2019-12-13,north
2701,1800.0,2019-12-13,south
2702,1740.0,2019-12-13,east
2703,1755.0,2019-12-13,west
2704,1716.0,2019-12-14,north
2705,1632.0,2019-12-14,south
2706,1599.0,2019-12-14,east
2707,1632.0,2019-12-14,west
2708,1725.0,2019-12-15,north
2709,1743.0,2019-12-15,south
2710,1587.0,2019-12-15,east
2711,1608.0,2019-12-15,west
2712,1662.0,2019-12-16,north
2713,1791.0,2019-12-16,south
2714,1773.0,2019-12-16,east
2715,1650.0,2019-12-16,west
2716,1518.0,2019-12-17,north
2717,1749.0,2019-12-17,south
2718,1689.0,2019-12-17,east
2719,1533.0,2019-12-17,west
2720,1533.0,2019-12-18,north
2721,1641.0,2019-12-18,south
2722,1590.0,2019-12-18,east
2723,1740.0,2019-12-18,west
2724,1665.0,2019-12-19,north
2725,1773.0,2019-12-19,south
2726,1503.0,2019-12-19,east
2727,1542.0,2019-12-19,west
2728,1788.0,2019-12-20,north
2729,1773.0,2019-12-20,south
2730,1788.0,2019-12-20,east
2731,1785.0,2019-12-20,west
2732,1605.0,2019-12-21,north
2733,1701.0,2019-12-21,south
2734,1626.0,2019-12-21,east
2735,1623.0,2019-12-21,west
2736,1671.0,2019-12-22,north
2737,1629.0,2019-12-22,south
2738,1725.0,2019-12-22,east
2739,1557.0,2019-12-22,west
2740,1671.0,2019-12-23,north
2741,1662.0,2019-12-23,south
2742,1674.0,2019-12-23,east
2743,1671.0,2019-12-23,west
2744,1620.0,2019-12-24,north
2745,1716.0,2019-12-24,south
2746,1674.0,2019-12-24,east
2747,1686.0,2019-12-24,west
2748,1752.0,2019-12-25,north
2749,1725.0,2019-12-25,south
2750,1545.0,2019-12-25,east
2751,1506.0,2019-12-25,west
2752,1539.0,2019-12-26,north
2753,1716.0,2019-12-26,south
2754,1500.0,2019-12-26,east
2755,1794.0,2019-12-26,west
2756,1716.0,2019-12-27,north
2757,1665.0,2019-12-27,south
2758,1557.0,2019-12-27,east
2759,1620.0,2019-12-27,west
2760,1779.0,2019-12-28,north
2761,1779.0,2019-12-28,south
2762,1752.0,2019-12-28,east
2763,1773.0,2019-12-28,west
2764,1800.0,2019-12-29,north
2765,1773.0,2019-12-29,south
2766,1767.0,2019-12-29,east
2767,1683.0,2019-12-29,west
2768,1542.0,2019-12-30,north
2769,1728.0,2019-12-30,south
2770,1569.0,2019-12-30,east
2771,1659.0,2019-12-30,west
2772,1581.0,2019-12-31,north
2773,1713.0,2019-12-31,south
2774,1533.0,2019-12-31,east
2775,1692.0,2019-12-31,west
2776,1506.0,2020-01-01,north
2777,1659.0,2020-01-01,south
2778,1719.0,2020-01-01,east
2779,1704.0,2020-01-01,west
2780,1767.0,2020-01-02,north
2781,1542.0,2020-01-02,south
2782,1542.0,2020-01-02,east
2783,1629.0,2020-01-02,west
2784,1659.0,2020-01-03,north
2785,1539.0,2020-01-03,south
2786,1734.0,2020-01-03,east
2787,1761.0,2020-01-03,west
2788,1560.0,2020-01-04,north
2789,1767.0,2020-01-04,south
2790,1791.0,2020-01-04,east
2791,1632.0,2020-01-04,west
2792,1716.0,2020-01-05,north
2793,1536.0,2020-01-05,south
2794,1662.0,2020-01-05,east
2795,1680.0,2020-01-05,west
2796,1689.0,2020-01-06,north
2797,1779.0,2020-01-06,south
2798,1512.0,2020-01-06,east
2799,1578.0,2020-01-06,west
2800,1560.0,2020-01-07,north
2801,1581.0,2020-01-07,south
2802,1677.0,2020-01-07,east
2803,1599.0,2020-01-07,west
2804,1713.0,2020-01-08,north
2805,1800.0,2020-01-08,south
2806,1767.0,2020-01-08,east
2807,1752.0,2020-01-08,west
2808,1509.0,2020-01-09,north
2809,1539.0,2020-01-09,south
2810,1671.0,2020-01-09,east
2811,1668.0,2020-01-09,west
2812,1692.0,2020-01-10,north
2813,1584.0,2020-01-10,south
2814,1710.0,2020-01-10,east
2815,1686.0,2020-01-10,west
2816,1617.0,2020-01-11,north
2817,1665.0,2020-01-11,south
2818,1722.0,2020-01-11,east
2819,1551.0,2020-01-11,west
2820,1620.0,2020-01-12,north
2821,1791.0,2020-01-12,south
2822,1662.0,2020-01-12,east
2823,1656.0,2020-01-12,west
2824,1644.0,2020-01-13,north
2825,1659.0,2020-01-13,south
2826,1740.0,2020-01-13,east
2827,1668.0,2020-01-13,west
2828,1566.0,2020-01-14,north
2829,1575.0,2020-01-14,south
2830,1566.0,2020-01-14,east
2831,1578.0,2020-01-14,west
2832,1737.0,2020-01-15,north
2833,1596.0,2020-01-15,south
2834,1776.0,2020-01-15,east
2835,1638.0,2020-01-15,west
2836,1749.0,2020-01-16,north
2837,1752.0,2020-01-16,south
2838,1635.0,2020-01-16,east
2839,1581.0,2020-01-16,west
2840,1521.0,2020-01-17,north
2841,1536.0,2020-01-17,south
2842,1665.0,2020-01-17,east
2843,1782.0,2020-01-17,west
2844,1650.0,2020-01-18,north
2845,1749.0,2020-01-18,south
2846,1797.0,2020-01-18,east
2847,1650.0,2020-01-18,west
2848,1608.0,2020-01-19,north
2849,1608.0,2020-01-19,south
2850,1575.0,2020-01-19,east
2851,1590.0,2020-01-19,west
2852,1665.0,2020-01-20,north
2853,1596.0,2020-01-20,south
2854,1581.0,2020-01-20,east
2855,1695.0,2020-01-20,west
2856,1647.0,2020-01-21,north
2857,1776.0,2020-01-21,south
2858,1719.0,2020-01-21,east
2859,1578.0,2020-01-21,west
2860,1503.0,2020-01-22,north
2861,1569.0,2020-01-22,south
2862,1731.0,2020-01-22,east
2863,1551.0,2020-01-22,west
2864,1626.0,2020-01-23,north
2865,1518.0,2020-01-23,south
2866,1575.0,2020-01-23,east
2867,1611.0,2020-01-23,west
2868,1629.0,2020-01-24,north
2869,1704.0,2020-01-24,south
2870,1656.0,2020-01-24,east
2871,1554.0,2020-01-24,west
2872,1575.0,2020-01-25,north
2873,1638.0,2020-01-25,south
2874,1635.0,2020-01-25,east
2875,1548.0,2020-01-25,west
2876,1710.0,2020-01-26,north
2877,1584.0,2020-01-26,south
2878,1716.0,2020-01-26,east
2879,1602.0,2020-01-26,west
2880,1569.0,2020-01-27,north
2881,1506.0,2020-01-27,south
2882,1671.0,2020-01-27,east
2883,1584.0,2020-01-27,west
2884,1689.0,2020-01-28,north
2885,1773.0,2020-01-28,south
2886,1647.0,2020-01-28,east
2887,1503.0,2020-01-28,west
2888,1593.0,2020-01-29,north
2889,1506.0,2020-01-29,south
2890,1740.0,2020-01-29,east
2891,1572.0,2020-01-29,west
2892,1620.0,2020-01-30,north
2893,1542.0,2020-01-30,south
2894,1593.0,2020-01-30,east
2895,1500.0,2020-01-30,west
2896,1635.0,2020-01-31,north
2897,1656.0,2020-01-31,south
2898,1779.0,2020-01-31,east
2899,1605.0,2020-01-31,west
2900,1602.0,2020-02-01,north
2901,1794.0,2020-02-01,south
2902,1677.0,2020-02-01,east
2903,1521.0,2020-02-01,west
2904,1707.0,2020-02-02,north
2905,1665.0,2020-02-02,south
2906,1713.0,2020-02-02,east
2907,1659.0,2020-02-02,west
2908,1548.0,2020-02-03,north
2909,1647.0,2020-02-03,south
2910,1764.0,2020-02-03,east
2911,1662.0,2020-02-03,west
2912,1563.0,2020-02-04,north
2913,1755.0,2020-02-04,south
2914,1659.0,2020-02-04,east
2915,1575.0,2020-02-04,west
2916,1716.0,2020-02-05,north
2917,1506.0,2020-02-05,south
2918,1734.0,2020-02-05,east
2919,1704.0,2020-02-05,west
2920,1512.0,2020-02-06,north
2921,1572.0,2020-02-06,south
2922,1782.0,2020-02-06,east
2923,1554.0,2020-02-06,west
2924,1782.0,2020-02-07,north
2925,1701.0,2020-02-07,south
2926,1698.0,2020-02-07,east
2927,1671.0,2020-02-07,west
2928,1584.0,2020-02-08,north
2929,1602.0,2020-02-08,south
2930,1755.0,2020-02-08,east
2931,1614.0,2020-02-08,west
2932,1743.0,2020-02-09,north
2933,1788.0,2020-02-09,south
2934,1644.0,2020-02-09,east
2935,1728.0,2020-02-09,west
2936,1599.0,2020-02-10,north
2937,1689.0,2020-02-10,south
2938,1776.0,2020-02-10,east
2939,1569.0,2020-02-10,west
2940,1791.0,2020-02-11,north
2941,1638.0,2020-02-11,south
2942,1716.0,2020-02-11,east
2943,1788.0,2020-02-11,west
2944,1758.0,2020-02-12,north
2945,1752.0,2020-02-12,south
2946,1599.0,2020-02-12,east
2947,1533.0,2020-02-12,west
2948,1548.0,2020-02-13,north
2949,1800.0,2020-02-13,south
2950,1659.0,2020-02-13,east
2951,1617.0,2020-02-13,west
2952,1746.0,2020-02-14,north
2953,1644.0,2020-02-14,south
2954,1698.0,2020-02-14,east
2955,1533.0,2020-02-14,west
2956,1704.0,2020-02-15,north
2957,1524.0,2020-02-15,south
2958,1545.0,2020-02-15,east
2959,1731.0,2020-02-15,west
2960,1665.0,2020-02-16,north
2961,1791.0,2020-02-16,south
2962,1605.0,2020-02-16,east
2963,1743.0,2020-02-16,west
2964,1677.0,2020-02-17,north
2965,1590.0,2020-02-17,south
2966,1722.0,2020-02-17,east
2967,1743.0,2020-02-17,west
2968,1668.0,2020-02-18,north
2969,1620.0,2020-02-18,south
2970,1704.0,2020-02-18,east
2971,1683.0,2020-02-18,west
2972,1551.0,2020-02-19,north
2973,1650.0,2020-02-19,south
2974,1689.0,2020-02-19,east
2975,1638.0,2020-02-19,west
2976,1518.0,2020-02-20,north
2977,1593.0,2020-02-20,south
2978,1632.0,2020-02-20,east
2979,1602.0,2020-02-20,west
2980,1761.0,2020-02-21,north
2981,1755.0,2020-02-21,south
2982,1581.0,2020-02-21,east
2983,1794.0,2020-02-21,west
2984,1545.0,2020-02-22,north
2985,1689.0,2020-02-22,south
2986,1632.0,2020-02-22,east
2987,1668.0,2020-02-22,west
2988,1638.0,2020-02-23,north
2989,1602.0,2020-02-23,south
2990,1686.0,2020-02-23,east
2991,1776.0,2020-02-23,west
2992,1593.0,2020-02-24,north
2993,1734.0,2020-02-24,south
2994,1608.0,2020-02-24,east
2995,1617.0,2020-02-24,west
2996,1656.0,2020-02-25,north
2997,1722.0,2020-02-25,south
2998,1566.0,2020-02-25,east
2999,1548.0,2020-02-25,west
3000,1545.0,2020-02-26,north
3001,1521.0,2020-02-26,south
3002,1728.0,2020-02-26,east
3003,1668.0,2020-02-26,west
3004,1698.0,2020-02-27,north
3005,1599.0,2020-02-27,south
3006,1581.0,2020-02-27,east
3007,1527.0,2020-02-27,west
3008,1509.0,2020-02-28,north
3009,1686.0,2020-02-28,south
3010,1590.0,2020-02-28,east
3011,1689.0,2020-02-28,west
3012,1671.0,2020-02-29,north
3013,1728.0,2020-02-29,south
3014,1524.0,2020-02-29,east
3015,1656.0,2020-02-29,west
3016,1593.0,2020-03-01,north
3017,1626.0,2020-03-01,south
3018,1626.0,2020-03-01,east
3019,1692.0,2020-03-01,west
3020,1509.0,2020-03-02,north
3021,1788.0,2020-03-02,south
3022,1572.0,2020-03-02,east
3023,1569.0,2020-03-02,west
3024,1632.0,2020-03-03,north
3025,1548.0,2020-03-03,south
3026,1623.0,2020-03-03,east
3027,1506.0,2020-03-03,west
3028,1773.0,2020-03-04,north
3029,1677.0,2020-03-04,south
3030,1638.0,2020-03-04,east
3031,1569.0,2020-03-04,west
3032,1794.0,2020-03-05,north
3033,1764.0,2020-03-05,south
3034,1530.0,2020-03-05,east
3035,1770.0,2020-03-05,west
3036,1623.0,2020-03-06,north
3037,1734.0,2020-03-06,south
3038,1698.0,2020-03-06,east
3039,1503.0,2020-03-06,west
3040,1641.0,2020-03-07,north
3041,1581.0,2020-03-07,south
3042,1797.0,2020-03-07,east
3043,1674.0,2020-03-07,west
3044,1701.0,2020-03-08,north
3045,1590.0,2020-03-08,south
3046,1599.0,2020-03-08,east
3047,1791.0,2020-03-08,west
3048,1719.0,2020-03-09,north
3049,1776.0,2020-03-09,south
3050,1542.0,2020-03-09,east
3051,1740.0,2020-03-09,west
3052,1644.0,2020-03-10,north
3053,1653.0,2020-03-10,south
3054,1797.0,2020-03-10,east
3055,1740.0,2020-03-10,west
3056,1605.0,2020-03-11,north
3057,1584.0,2020-03-11,south
3058,1662.0,2020-03-11,east
3059,1572.0,2020-03-11,west
3060,1635.0,2020-03-12,north
3061,1548.0,2020-03-12,south
